UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure,Failure Type
4701,L51880,L,303.5,311.7,1620,31.0,141,False,No Failure
5922,L53101,L,300.5,310.3,1336,57.1,29,False,No Failure
5922,L53101,L,300.5,310.3,1336,57.1,29,False,No Failure
66,L47245,L,299.0,309.1,1394,45.1,179,False,No Failure
5052,L52231,L,303.9,313.0,1480,39.9,176,False,No Failure
3022,L50201,L,300.5,309.8,1421,49.6,211,False,No Failure
7167,M22026,M,300.3,310.2,1429,44.7,203,False,No Failure
1985,M16844,M,298.0,307.5,1387,45.5,166,False,No Failure
3396,L50575,L,301.4,310.5,1647,33.3,85,False,No Failure
7416,L54595,L,300.1,311.2,1489,39.1,188,False,No Failure
132,L47311,L,298.8,308.4,1737,27.7,130,False,No Failure
2598,L49777,L,299.0,308.7,1449,38.9,18,False,No Failure
2330,L49509,L,299.3,308.7,1484,40.5,213,False,No Failure
7929,L55108,L,300.6,311.7,1497,43.6,198,False,No Failure
7244,M22103,M,300.0,310.2,1393,51.2,190,False,No Failure
8492,L55671,L,298.5,309.5,1579,38.6,126,False,No Failure
1241,L48420,L,297.2,308.6,1636,31.3,192,False,No Failure
1099,M15958,M,296.9,307.4,1521,37.9,27,False,No Failure
5066,L52245,L,304.1,313.0,1566,37.2,7,False,No Failure
1240,H30653,H,297.2,308.5,1482,39.3,187,False,No Failure
9025,L56204,L,297.4,308.3,1366,45.5,11,False,No Failure
2245,M17104,M,299.3,308.4,1542,37.5,203,True,Tool Wear Failure
4296,L51475,L,301.8,310.2,1457,40.4,213,False,No Failure
2848,L50027,L,300.4,309.3,1525,39.6,202,False,No Failure
2063,M16922,M,299.7,309.6,1477,42.7,163,False,No Failure
9860,M24719,M,298.6,309.5,1580,33.9,70,False,No Failure
1178,M16037,M,297.2,308.3,1604,39.4,9,False,No Failure
6303,L53482,L,301.2,310.6,1437,51.2,112,False,No Failure
7705,M22564,M,300.6,311.6,1630,31.8,52,False,No Failure
9805,L56984,L,298.4,309.1,1467,42.5,139,False,No Failure
40,L47219,L,298.8,309.1,1350,52.5,111,False,No Failure
4252,H33665,H,302.5,310.9,1356,55.5,101,True,Heat Dissipation Failure
131,L47310,L,298.8,308.4,1473,41.1,128,False,No Failure
9758,M24617,M,298.6,309.9,1517,34.0,215,False,No Failure
8678,M23537,M,297.3,308.5,1664,28.9,174,False,No Failure
3173,M18032,M,300.3,309.6,1488,41.3,172,False,No Failure
9110,L56289,L,297.5,308.6,1513,39.7,32,False,No Failure
3046,L50225,L,300.2,309.4,1526,35.3,46,False,No Failure
3252,L50431,L,301.1,309.6,1501,36.1,156,False,No Failure
3788,L50967,L,302.3,310.8,1377,47.3,22,True,Heat Dissipation Failure
1540,M16399,M,298.5,309.2,1449,46.4,83,False,No Failure
4334,L51513,L,301.6,309.8,1588,33.9,89,False,No Failure
9876,M24735,M,298.9,309.8,1363,50.6,115,False,No Failure
6606,M21465,M,301.6,310.6,1691,30.1,40,False,No Failure
6038,L53217,L,300.7,311.1,1426,46.2,97,False,No Failure
1856,H31269,H,297.7,307.3,1249,62.8,47,False,No Failure
7866,L55045,L,300.5,311.9,1383,50.5,35,False,No Failure
6511,L53690,L,301.1,310.2,1455,55.3,9,False,No Failure
6590,M21449,M,301.6,310.6,1553,38.9,0,False,No Failure
3007,L50186,L,300.4,309.7,1488,35.7,177,False,No Failure
8532,L55711,L,298.6,309.3,1449,46.5,26,False,No Failure
6663,M21522,M,301.3,310.4,2093,18.7,190,False,No Failure
9954,L57133,L,298.1,307.8,1565,35.3,119,False,No Failure
3928,H33341,H,302.7,311.5,1556,35.0,164,False,No Failure
8738,L55917,L,297.3,308.7,1556,36.7,114,False,No Failure
5937,M20796,M,300.5,310.4,1548,37.3,65,False,No Failure
6483,L53662,L,300.6,309.9,1480,43.7,153,False,No Failure
8769,M23628,M,297.5,308.7,1363,53.6,194,False,No Failure
9132,H38545,H,297.6,308.6,1463,46.7,85,False,No Failure
2364,L49543,L,299.3,308.5,1510,45.4,72,False,No Failure
8872,M23731,M,297.9,309.1,1558,39.2,59,False,No Failure
6928,L54107,L,301.1,311.6,1488,43.4,5,False,No Failure
9498,H38911,H,299.1,309.9,1443,40.3,0,False,No Failure
5785,M20644,M,301.8,311.1,1399,41.8,125,False,No Failure
9445,L56624,L,298.1,308.9,2136,15.9,78,False,No Failure
7791,L54970,L,300.1,311.4,1729,29.3,71,False,No Failure
8756,M23615,M,297.4,308.7,1582,31.9,161,False,No Failure
6082,L53261,L,300.9,310.7,1517,41.7,210,False,No Failure
6907,M21766,M,301.0,311.5,1530,43.9,165,False,No Failure
5541,L52720,L,302.4,311.8,1493,38.4,132,False,No Failure
332,M15191,M,297.6,308.4,1391,51.9,218,False,No Failure
9675,L56854,L,299.1,310.2,1695,29.6,8,False,No Failure
7355,M22214,M,299.7,310.3,1429,47.7,35,False,No Failure
840,M15699,M,296.5,307.4,1565,43.5,194,False,No Failure
9020,L56199,L,297.2,308.1,1662,31.3,0,False,No Failure
5334,M20193,M,303.5,312.6,1405,51.6,62,False,No Failure
8790,L55969,L,297.4,308.5,1471,43.9,45,False,No Failure
1320,L48499,L,299.0,310.3,1929,24.4,180,False,No Failure
1405,M16264,M,298.9,310.1,1555,40.6,176,False,No Failure
3725,M18584,M,302.3,311.2,1507,47.7,70,False,No Failure
9452,H38865,H,298.0,308.7,1536,39.6,99,False,No Failure
7601,M22460,M,300.4,311.0,1595,35.4,15,False,No Failure
6232,M21091,M,301.3,311.0,1495,40.8,148,False,No Failure
3379,L50558,L,301.5,310.7,1568,33.1,38,False,No Failure
5166,L52345,L,304.2,313.4,1421,43.4,56,False,No Failure
2874,H32287,H,300.6,309.4,1555,37.9,24,False,No Failure
6533,H35946,H,301.2,310.6,1352,52.0,69,False,No Failure
7303,L54482,L,300.1,310.5,1494,44.2,117,False,No Failure
3534,L50713,L,302.0,311.0,1563,36.2,8,False,No Failure
836,M15695,M,296.7,307.4,1533,32.5,182,False,No Failure
9782,L56961,L,298.8,309.9,1441,41.6,62,False,No Failure
9084,M23943,M,297.2,307.9,1541,35.7,169,False,No Failure
5141,M20000,M,304.3,313.6,1585,32.1,202,False,No Failure
2986,L50165,L,300.7,309.8,1596,31.5,123,False,No Failure
2953,H32366,H,300.7,309.5,1667,30.5,29,False,No Failure
1797,H31210,H,298.1,307.6,1542,37.1,84,False,No Failure
8448,L55627,L,298.6,310.1,1439,49.9,17,False,No Failure
9414,L56593,L,298.1,308.6,1439,44.9,205,False,No Failure
3879,L51058,L,302.6,311.7,1773,27.1,30,False,No Failure
1352,L48531,L,298.7,310.2,1525,43.7,34,False,No Failure
5121,M19980,M,304.2,313.6,1424,43.7,151,False,No Failure
3069,H32482,H,300.0,309.0,1622,31.8,103,False,No Failure
7099,L54278,L,300.7,310.2,1642,32.6,26,False,No Failure
9188,L56367,L,297.9,309.0,1379,47.3,28,False,No Failure
3421,L50600,L,301.6,310.6,1834,23.5,146,False,No Failure
2610,L49789,L,299.4,309.2,1621,34.5,48,False,No Failure
3098,M17957,M,299.9,309.2,1353,49.8,182,False,No Failure
4062,L51241,L,301.9,310.8,1906,21.7,62,False,No Failure
6280,L53459,L,301.3,310.8,1432,54.4,51,False,No Failure
784,H30197,H,296.7,307.9,1579,33.4,50,False,No Failure
5345,L52524,L,303.4,312.8,1360,50.8,94,False,No Failure
915,M15774,M,295.4,305.9,1518,40.6,178,False,No Failure
512,L47691,L,297.5,309.3,1479,39.4,22,False,No Failure
8820,H38233,H,297.4,308.7,1349,48.9,120,False,No Failure
3594,M18453,M,301.6,310.4,1377,44.9,161,False,No Failure
7914,L55093,L,300.7,312.1,1395,41.9,157,False,No Failure
9759,L56938,L,298.6,309.8,2271,16.2,218,True,Tool Wear Failure
4012,L51191,L,302.2,311.1,1447,52.1,174,False,No Failure
1362,M16221,M,298.6,310.1,1458,41.9,61,False,No Failure
2496,M17355,M,299.1,308.8,1491,41.0,209,False,No Failure
2468,M17327,M,298.9,308.6,1574,33.5,128,False,No Failure
4188,M19047,M,302.2,310.7,1601,33.0,166,False,No Failure
2547,L49726,L,299.2,309.1,1605,34.3,107,False,No Failure
9505,L56684,L,299.2,310.3,1440,47.0,21,False,No Failure
6849,M21708,M,301.1,311.3,1389,53.3,8,False,No Failure
9557,L56736,L,299.5,310.8,1374,48.3,154,False,No Failure
4002,H33415,H,302.1,311.2,1598,37.9,148,False,No Failure
6064,L53243,L,301.1,311.1,1450,43.3,168,False,No Failure
6483,L53662,L,300.6,309.9,1480,43.7,153,False,No Failure
9247,L56426,L,298.3,308.9,1862,27.0,172,False,No Failure
8347,L55526,L,298.7,309.7,1601,35.7,176,False,No Failure
4239,M19098,M,302.3,311.0,1521,34.8,72,False,No Failure
2429,M17288,M,299.0,308.3,1377,47.2,35,False,No Failure
5563,L52742,L,302.3,311.7,1648,32.1,197,False,No Failure
6374,H35787,H,300.0,309.5,1735,28.9,82,False,No Failure
4260,L51439,L,302.7,311.2,1545,35.1,128,False,No Failure
8653,H38066,H,297.3,308.3,1461,41.5,108,False,No Failure
1696,L48875,L,298.0,307.6,1509,41.6,33,False,No Failure
556,M15415,M,297.4,309.4,1539,42.2,134,False,No Failure
9641,L56820,L,299.4,310.5,1514,36.1,169,False,No Failure
8611,L55790,L,297.4,308.3,1561,38.3,0,False,No Failure
4394,M19253,M,302.2,310.1,1572,34.6,17,False,No Failure
1986,L49165,L,298.1,307.7,1537,40.8,169,False,No Failure
3697,L50876,L,302.1,311.2,1454,46.8,0,False,No Failure
5179,H34592,H,304.0,313.2,1517,43.1,96,False,No Failure
1865,L49044,L,297.9,307.7,1546,37.6,72,False,No Failure
8848,L56027,L,297.5,308.9,1443,43.5,0,False,No Failure
9313,H38726,H,298.5,309.4,1573,33.6,143,False,No Failure
1981,M16840,M,298.0,307.6,1301,58.5,155,False,No Failure
9785,M24644,M,298.7,309.8,1435,48.8,71,False,No Failure
9143,L56322,L,297.6,308.5,1678,34.2,114,False,No Failure
701,M15560,M,297.6,308.8,1683,31.6,79,False,No Failure
4986,M19845,M,303.8,313.0,1789,23.5,215,False,No Failure
9593,L56772,L,299.2,310.4,1379,46.8,39,False,No Failure
7340,L54519,L,299.8,310.4,1579,36.4,0,False,No Failure
5464,L52643,L,302.9,312.4,1561,34.8,150,False,No Failure
9470,L56649,L,298.6,309.4,1698,33.2,147,False,No Failure
7034,M21893,M,300.7,310.8,1469,46.4,75,False,No Failure
7556,L54735,L,300.3,311.3,1332,60.5,112,False,No Failure
1165,L48344,L,297.1,308.1,1754,30.3,206,False,No Failure
4042,L51221,L,302.0,310.9,1539,34.2,13,False,No Failure
2237,M17096,M,299.3,308.5,1422,43.1,186,False,No Failure
8914,M23773,M,297.2,308.5,1487,46.9,173,False,No Failure
5550,H34963,H,302.3,311.9,1374,52.4,154,False,No Failure
7692,M22551,M,300.5,311.5,1370,56.1,7,False,No Failure
8402,H37815,H,298.5,309.4,1671,31.8,108,False,No Failure
1627,M16486,M,297.9,307.8,1303,59.3,75,False,No Failure
4595,M19454,M,303.0,311.2,1387,41.4,100,False,No Failure
5603,L52782,L,302.9,312.1,1334,54.7,88,False,No Failure
7343,M22202,M,299.7,310.3,1661,34.5,6,False,No Failure
1169,L48348,L,297.1,308.1,1584,36.8,215,False,No Failure
6117,L53296,L,300.8,310.9,1453,43.9,84,False,No Failure
737,L47916,L,296.9,308.3,1555,38.2,175,False,No Failure
7832,M22691,M,300.0,311.4,1533,42.6,180,False,No Failure
3413,L50592,L,301.3,310.3,1313,55.6,127,False,No Failure
711,M15570,M,297.5,308.7,1697,28.1,107,False,No Failure
1410,L48589,L,298.9,310.1,1466,42.5,187,False,No Failure
183,M15042,M,298.1,308.2,1342,48.1,54,False,No Failure
9196,L56375,L,297.9,309.0,1532,37.6,47,False,No Failure
4830,L52009,L,303.4,311.9,1491,38.2,26,False,No Failure
5151,L52330,L,304.3,313.5,1590,29.8,17,False,No Failure
4133,M18992,M,301.8,310.3,1409,52.5,26,False,No Failure
7229,H36642,H,299.8,309.7,1368,47.4,148,False,No Failure
297,L47476,L,298.0,308.5,1395,46.2,122,False,No Failure
4604,H34017,H,302.9,311.0,1452,58.3,123,False,No Failure
9871,H39284,H,299.0,309.9,1884,25.6,100,False,No Failure
8894,L56073,L,297.5,308.7,1371,46.5,121,False,No Failure
8718,L55897,L,297.1,308.7,1474,42.3,64,False,No Failure
1560,L48739,L,298.2,308.3,1458,41.8,132,False,No Failure
4721,M19580,M,303.4,311.7,1353,44.1,192,True,Heat Dissipation Failure
5815,M20674,M,301.3,311.0,1402,47.5,197,False,No Failure
8535,M23394,M,298.6,309.5,1404,43.3,33,False,No Failure
6558,M21417,M,301.5,310.6,1638,31.9,137,False,No Failure
7835,L55014,L,300.0,311.4,1483,45.6,187,False,No Failure
6983,L54162,L,300.7,311.1,1440,43.0,148,False,No Failure
5716,H35129,H,302.2,311.9,1597,35.8,160,False,No Failure
8513,H37926,H,298.3,309.6,1546,36.2,177,False,No Failure
3020,L50199,L,300.5,309.8,1379,54.2,207,True,Overstrain Failure
6932,M21791,M,300.8,311.4,1521,39.9,15,False,No Failure
484,L47663,L,297.4,309.0,1324,56.9,173,False,No Failure
2593,L49772,L,298.9,308.6,1539,45.4,4,False,No Failure
4885,H34298,H,303.8,312.5,1655,28.0,170,False,No Failure
8074,L55253,L,300.5,312.0,1558,36.7,113,False,No Failure
626,L47805,L,298.3,310.1,1545,36.3,90,False,No Failure
9287,L56466,L,298.2,308.9,1605,32.0,79,False,No Failure
2766,M17625,M,299.9,309.4,1399,54.8,3,False,No Failure
4065,L51244,L,301.9,310.7,1480,47.1,68,False,No Failure
6013,H35426,H,300.8,310.9,1425,44.0,33,False,No Failure
5102,M19961,M,304.1,313.4,1518,42.4,105,False,No Failure
2470,L49649,L,299.0,308.7,1507,37.5,134,False,No Failure
2202,L49381,L,299.8,309.0,1567,36.1,95,False,No Failure
6084,L53263,L,300.9,310.7,1389,50.0,214,False,No Failure
4654,M19513,M,303.1,311.1,1594,35.5,13,False,No Failure
1916,L49095,L,298.0,307.7,1492,38.7,202,False,No Failure
9158,L56337,L,297.5,308.5,1462,52.3,148,False,No Failure
5073,L52252,L,304.1,313.0,1408,45.3,28,False,No Failure
5317,M20176,M,303.6,312.8,1689,33.1,16,False,No Failure
3184,L50363,L,300.1,309.3,1616,32.0,199,False,No Failure
6605,M21464,M,301.5,310.6,1573,37.4,37,False,No Failure
7194,L54373,L,300.1,310.1,1306,64.7,57,False,No Failure
8073,H37486,H,300.5,312.0,1375,43.2,108,False,No Failure
4418,L51597,L,302.6,310.4,1365,66.8,80,True,Power Failure
2199,M17058,M,299.7,308.9,1478,41.0,87,False,No Failure
3784,H33197,H,302.2,310.8,1397,47.6,11,False,No Failure
7269,L54448,L,300.5,310.6,1543,36.2,30,False,No Failure
2347,L49526,L,299.2,308.4,1402,47.7,24,False,No Failure
7337,H36750,H,299.9,310.5,1549,42.8,208,False,No Failure
1547,L48726,L,298.4,308.9,1391,48.4,100,False,No Failure
7669,L54848,L,300.6,311.8,1539,37.0,187,False,No Failure
8452,L55631,L,298.5,310.0,1435,42.5,25,False,No Failure
9311,L56490,L,298.4,309.3,1549,40.8,139,False,No Failure
2286,L49465,L,299.4,308.7,1381,56.7,102,False,No Failure
7709,L54888,L,300.5,311.4,1709,32.3,64,False,No Failure
9976,M24835,M,298.6,308.3,1589,34.1,174,False,No Failure
1499,L48678,L,298.0,308.8,1790,27.2,193,False,No Failure
2828,L50007,L,300.4,309.4,1412,51.6,153,False,No Failure
2116,L49295,L,299.4,309.0,1404,47.3,86,False,No Failure
8020,L55199,L,301.0,312.1,1675,30.7,200,False,No Failure
7078,M21937,M,300.7,310.5,1594,31.0,196,False,No Failure
5726,M20585,M,302.3,311.8,1557,34.1,185,False,No Failure
257,L47436,L,298.1,308.3,1331,63.0,13,False,No Failure
9704,L56883,L,298.9,310.0,1422,43.6,78,False,No Failure
228,L47407,L,298.3,308.5,1539,36.1,168,False,No Failure
3615,L50794,L,301.8,311.0,1606,33.3,4,False,No Failure
333,M15192,M,297.6,308.3,1538,40.2,0,False,No Failure
6321,M21180,M,300.8,310.2,1304,52.5,157,False,No Failure
5424,L52603,L,302.6,312.3,1647,31.8,52,False,No Failure
5604,L52783,L,302.9,312.2,1340,57.8,90,False,No Failure
4490,L51669,L,302.5,310.4,1487,40.2,48,False,No Failure
1981,M16840,M,298.0,307.6,1301,58.5,155,False,No Failure
5141,M20000,M,304.3,313.6,1585,32.1,202,False,No Failure
8529,L55708,L,298.4,309.3,1512,35.8,18,False,No Failure
8261,H37674,H,299.1,310.6,1332,48.0,148,False,No Failure
2105,M16964,M,299.3,309.1,1600,35.3,52,False,No Failure
6234,L53413,L,301.2,310.9,1467,37.1,153,False,No Failure
1367,M16226,M,298.7,310.1,1368,56.8,72,False,No Failure
4075,L51254,L,302.0,310.7,1453,42.7,92,False,No Failure
1338,H30751,H,298.7,310.2,1613,36.0,0,False,No Failure
2102,L49281,L,299.3,309.3,1528,37.8,45,False,No Failure
5474,L52653,L,302.7,312.2,1369,51.8,174,False,No Failure
1286,M16145,M,298.5,309.6,1492,41.7,100,False,No Failure
3103,L50282,L,299.9,309.1,1412,48.3,198,False,No Failure
2463,L49642,L,298.9,308.5,1742,34.5,117,False,No Failure
5699,L52878,L,302.5,311.9,1265,59.8,119,False,No Failure
8190,L55369,L,299.7,311.0,1983,21.0,201,False,No Failure
3716,M18575,M,302.4,311.4,1475,45.2,46,False,No Failure
1986,L49165,L,298.1,307.7,1537,40.8,169,False,No Failure
6435,M21294,M,300.3,309.9,1494,38.5,33,False,No Failure
1839,M16698,M,297.8,307.2,1456,39.6,199,False,No Failure
5834,L53013,L,301.3,311.2,1457,44.5,14,False,No Failure
8664,L55843,L,297.5,308.6,1671,29.4,136,False,No Failure
4592,H34005,H,302.9,311.2,2102,17.8,91,False,No Failure
7581,L54760,L,300.4,311.3,1495,51.2,175,False,No Failure
7068,M21927,M,300.8,310.7,1386,42.1,170,False,No Failure
3571,H32984,H,301.8,310.6,1441,46.3,100,False,No Failure
5266,M20125,M,303.5,312.9,1883,23.3,100,False,No Failure
8746,L55925,L,297.4,308.6,1411,46.3,138,False,No Failure
4843,M19702,M,303.3,311.8,1489,49.4,64,False,No Failure
4142,H33555,H,301.7,310.1,1462,38.3,49,False,No Failure
8917,L56096,L,297.1,308.2,2267,15.7,181,False,No Failure
5434,L52613,L,302.9,312.5,1550,45.5,72,False,No Failure
9814,L56993,L,298.3,309.1,1387,52.3,160,False,No Failure
2905,L50084,L,300.6,309.4,2496,13.5,111,False,No Failure
5237,L52416,L,303.8,313.1,1394,45.4,36,False,No Failure
852,M15711,M,296.2,307.2,1389,48.6,7,False,No Failure
2060,H31473,H,299.5,309.4,1386,44.4,154,False,No Failure
9819,M24678,M,298.6,309.4,1407,45.1,176,False,No Failure
2271,L49450,L,299.3,308.6,1437,48.1,67,False,No Failure
4754,H34167,H,303.2,311.4,1607,36.6,43,False,No Failure
6043,M20902,M,300.8,311.0,1580,36.6,109,False,No Failure
1796,M16655,M,298.1,307.7,1498,38.3,81,False,No Failure
3747,H33160,H,302.5,311.3,1393,47.5,130,False,No Failure
9097,L56276,L,297.2,308.1,1712,30.9,204,False,No Failure
657,M15516,M,297.7,309.1,1732,28.1,167,False,No Failure
5521,M20380,M,302.6,312.0,1496,45.0,79,False,No Failure
1681,M16540,M,297.9,307.4,1610,34.6,219,False,No Failure
9220,M24079,M,297.7,308.8,1350,57.0,105,False,No Failure
875,L48054,L,295.9,306.4,1575,28.5,74,False,No Failure
4572,L51751,L,302.8,310.9,1708,29.8,42,False,No Failure
5974,L53153,L,300.5,310.8,1354,51.8,157,False,No Failure
4820,L51999,L,303.6,312.2,1696,30.7,5,False,No Failure
9365,L56544,L,297.9,308.5,1683,28.5,63,False,No Failure
9387,M24246,M,297.5,308.0,2033,16.7,128,False,No Failure
9918,M24777,M,298.5,308.8,1557,36.0,21,False,No Failure
746,L47925,L,296.7,308.0,1451,50.7,197,False,No Failure
7701,M22560,M,300.7,311.6,1348,62.5,36,False,No Failure
3999,L51178,L,302.1,311.0,1586,35.1,142,False,No Failure
9227,L56406,L,298.0,309.1,1822,23.5,122,False,No Failure
2819,L49998,L,300.2,309.5,1729,28.4,131,False,No Failure
2836,L50015,L,300.3,309.2,1572,32.0,173,False,No Failure
1915,L49094,L,298.0,307.7,1643,32.3,200,False,No Failure
2189,L49368,L,299.7,309.3,1420,44.1,60,False,No Failure
877,L48056,L,295.7,306.3,1915,22.4,79,False,No Failure
5579,L52758,L,302.5,312.2,1574,38.7,30,False,No Failure
946,M15805,M,295.7,306.3,1347,50.4,46,False,No Failure
1521,L48700,L,298.3,309.1,1472,40.1,31,False,No Failure
8350,M23209,M,298.7,309.5,1487,33.6,183,False,No Failure
2374,L49553,L,299.2,308.4,1350,51.3,96,False,No Failure
6500,L53679,L,300.9,310.0,1671,26.8,199,False,No Failure
5109,L52288,L,303.9,313.3,1394,51.6,121,False,No Failure
7440,L54619,L,300.0,311.3,1493,41.4,28,False,No Failure
2400,M17259,M,299.2,308.5,1594,35.8,160,False,No Failure
9359,L56538,L,298.2,308.7,1407,45.1,49,False,No Failure
8947,M23806,M,297.3,308.2,1846,24.5,41,False,No Failure
5812,L52991,L,301.3,311.1,1454,40.3,191,False,No Failure
8051,L55230,L,300.7,312.0,1401,51.1,50,False,No Failure
8552,M23411,M,298.2,309.1,1457,49.0,77,False,No Failure
6408,M21267,M,300.3,309.9,1611,29.0,177,False,No Failure
681,M15540,M,297.8,309.1,1432,42.6,17,False,No Failure
669,L47848,L,297.5,308.9,1738,24.0,195,False,No Failure
5761,M20620,M,301.9,311.3,1522,35.6,63,False,No Failure
9148,L56327,L,297.7,308.7,1688,27.2,125,False,No Failure
2356,M17215,M,299.3,308.5,1305,60.6,44,False,No Failure
4738,M19597,M,303.2,311.5,1336,58.2,2,True,Heat Dissipation Failure
5720,L52899,L,302.3,312.0,1398,43.3,171,False,No Failure
7084,L54263,L,300.7,310.4,1416,61.8,209,True,Power Failure
4431,H33844,H,302.3,310.1,1688,30.4,115,False,No Failure
8040,L55219,L,300.8,311.9,1560,31.8,21,False,No Failure
7611,M22470,M,300.5,311.3,1507,43.4,41,False,No Failure
3004,M17863,M,300.6,309.9,1449,42.4,169,False,No Failure
6905,M21764,M,300.9,311.5,1704,31.3,159,False,No Failure
8454,L55633,L,298.6,309.9,1564,37.1,30,False,No Failure
1079,H30492,H,296.9,307.7,1656,30.8,181,False,No Failure
687,M15546,M,297.7,309.0,1504,40.4,35,False,No Failure
8441,L55620,L,298.6,309.8,1370,56.0,0,False,No Failure
3283,L50462,L,301.2,309.9,1515,40.9,21,False,No Failure
6776,L53955,L,301.2,310.6,1670,30.0,40,False,No Failure
183,M15042,M,298.1,308.2,1342,48.1,54,False,No Failure
2629,H32042,H,299.9,309.6,1410,51.2,98,False,No Failure
6537,L53716,L,301.3,310.5,1406,47.1,83,False,No Failure
2318,L49497,L,299.2,308.8,1605,31.1,181,False,No Failure
8888,L56067,L,297.8,308.9,1530,37.6,106,False,No Failure
2056,L49235,L,299.6,309.4,1643,32.9,145,False,No Failure
8956,M23815,M,297.4,308.0,1355,55.1,63,False,No Failure
2413,L49592,L,299.1,308.6,1408,46.7,196,False,No Failure
8716,L55895,L,297.1,308.6,1442,37.1,59,False,No Failure
7798,L54977,L,300.0,311.4,1476,39.0,92,False,No Failure
4645,L51824,L,303.2,311.4,1514,41.2,230,False,No Failure
1656,M16515,M,298.2,308.0,1577,35.9,151,False,No Failure
3927,L51106,L,302.6,311.5,1609,36.0,162,False,No Failure
